5,0,0,0,0,0,0,0,0,Audi
4,0.605001246,0.559484321,0,0,0,0,0,0,ArrayList
4,0.464148409,0.521013764,0,0,0,0,0,0,String
3,-0.001028194,0.433790233,0,0,0,0,0,0,System
3,0,0,0,0,0,0,0,0,Aly
2,0.155685374,0,0,0,0,0,0,0,Cars
2,0,0,0,0,0,0,0,0,FlattenedElement
1,0.326669413,0,0,0,0,0,0,0,Assignment
1,-0.000434745,0,0,0,0,0,0,0,School
0,0.504822541,0.449390607,0,0,0,0,0,0,Integer
10,0.444011009,0.510297576,1,1.0,0,0,0,0,ZipOutputStream
9,0.432874827,0.490152883,1,0,1.0,0,0,0,ZipEntry
4,0.656389027,0,0,0,0,0,0,0,Compress
3,0.269585291,0.430971008,0,0,0,0,0,0,String
3,0.401791621,0.503047441,0,0,0,0,0,0,File
2,0.131184171,0.360037466,0,0,0,0,0,0,IOException
2,0,0,0,0,0,0,0,0,Surya
1,0.224979757,0.366152143,0,0,0,0,0,0,System
1,0,0,0,0,0,0,0,0,TFile
7,0.362552677,0.386380029,1,0,0,0,1.0,0,FileInputStream
5,0.423811403,0.6318876,0,0,0,0,0,0,GZIPInputStream
4,0.732319765,0,0,0,0,0,0,0,Decompress
4,0.527247294,0.630406949,0,0,0,0,0,0,GZIPOutputStream
3,0.311096225,0.442059396,0,0,0,0,0,0,String
3,0.152387486,0.367614929,0,0,0,0,0,0,System
2,0.135066839,0,0,0,0,0,0,0,MemoryStream
2,0.465169443,0.441238011,0,0,0,0,0,0,ByteArrayOutputStream
1,0.436937937,0.433745125,0,0,0,0,0,0,ByteArrayInputStream
1,0.170224624,0.3024975,0,0,0,0,0,0,IOException
0,0.338786287,0,0,0,0,0,0,0,GZipStream
5,0.508385006,0.695844416,0,0,0,0,0,0,GZIPOutputStream
4,0.734278095,0,0,0,0,0,0,0,Compress
4,0.315191896,0.478507053,0,0,0,0,0,0,String
3,0.398308138,0.696195797,0,0,0,0,0,0,GZIPInputStream
3,0,0,0,0,0,0,0,0,IfModule
2,0.448617011,0.44312441,0,0,0,0,0,0,ByteArrayOutputStream
2,0,0,0,0,0,0,0,0,Surya
1,0.150826588,0.293234118,0,0,0,0,0,0,IOException
1,0.292585034,0,0,0,0,0,0,0,GZipStream
0,0.063830104,0,0,0,0,0,0,0,MemoryStream
10,0.709937089,0.598642496,1,1.0,0,0,0,0,PriorityBlockingQueue
9,0.452675516,0.461236971,1,0,1.0,0,0,0,BlockingQueue
4,0.330382219,0.497627423,0,0,0,0,0,0,Runnable
3,0.433512499,0.550360939,0,0,0,0,0,0,ThreadPoolExecutor
3,0.161893151,0,0,0,0,0,0,0,Sing
2,0,0,0,0,0,0,0,0,MyRunnable
2,0.115417802,0.371941279,0,0,0,0,0,0,System
1,0.261666978,0.343478311,0,0,0,0,0,0,Override
1,0,0,0,0,0,0,0,0,FIFOEntry
0,0,0.331151162,0,0,0,0,0,0,RunnableFuture
5,0.647637344,0.608360336,0,0,0,0,0,0,Date
4,0.411065501,0.65376126,0,0,0,0,0,0,DateTimeFormatter
4,0.659386364,0.51215371,0,0,0,0,0,0,String
3,0.150240073,0.39669054,0,0,0,0,0,0,System
3,0.427774136,0.540909226,0,0,0,0,0,0,ZonedDateTime
2,0,0,0,0,0,0,0,0,PrettyDate
2,0.227181898,0.463814631,0,0,0,0,0,0,DateTimeParseException
6,0.437006995,0.659797275,1,0,0,0,0,0.5,SimpleDateFormat
1,0.222429134,0.299146457,0,0,0,0,0,0,ParseException
0,0,0,0,0,0,0,0,0,ExtendedDate
5,0.300502861,0,0,0,0,0,0,0,MongoClient
9,0.219819394,0,1,0,1.0,0,0,0,BasicDBObject
4,0.638307573,0.515649092,0,0,0,0,0,0,Document
3,0.289871418,0.466752157,0,0,0,0,0,0,String
3,0.070506227,0.36012185,0,0,0,0,0,0,System
2,0.322258891,0,0,0,0,0,0,0,ObjectId
2,0.077780295,0.368079292,0,0,0,0,0,0,Phaser
1,0.297815527,0,0,0,0,0,0,0,DBCollection
1,0,0,0,0,0,0,0,0,WriteModel
0,0,0,0,0,0,0,0,0,Pottery
10,0.281600116,0,1,1.0,0,0,0,0,MongoClient
8,0.224160398,0,1,0,0,1.0,0,0,DBCollection
4,0.256546325,0.459309186,0,0,0,0,0,0,Document
3,0.241295478,0.395894841,0,0,0,0,0,0,String
3,0.595396384,0,0,0,0,0,0,0,Mongo
2,0.097390514,0.317226161,0,0,0,0,0,0,System
7,0.176989204,0,1,0,0,0,1.0,0,BasicDBObject
1,0.13300284,0.373143363,0,0,0,0,0,0,Exception
