5,0.361430033,0.361430033,0,0,0,0,0,NumberFormat
4,0.373719137,0.373719137,0,0,0,0,0,DecimalFormat
4,0.159818555,0.159818555,0,0,0,0,0,Locale
3,0.411431056,0.411431056,0,0,0,0,0,String
3,0.095753756,0.095753756,0,0,0,0,0,System
6,0.653367208,0.653367208,0,0,0,0,0.85779429,Number
2,0.229285093,0.229285093,0,0,0,0,0,ParseException
1,0,0,0,0,0,0,0,NumberTextWatcher
1,0,0,0,0,0,0,0,ClientApp
0,0.176324457,0.176324457,0,0,0,0,0,NumberFormatException
5,0,0,0,0,0,0,0,MyListNode
4,0.044972192,0.044972192,0,0,0,0,0,CloneNotSupportedException
4,0.356437698,0.356437698,0,0,0,0,0,Cloneable
3,0.543888732,0.543888732,0,0,0,0,0,ArrayList
3,0.671097796,0.671097796,0,0,0,0,0,List
2,0.433213011,0.433213011,0,0,0,0,0,Object
2,0.525913242,0.525913242,0,0,0,0,0,LinkedList
1,0.212859561,0.212859561,0,0,0,0,0,Polynomial
1,-0.072257883,-0.072257883,0,0,0,0,0,UserProfile
0,0,0,0,0,0,0,0,LastActionHero
5,0.225786262,0.225786262,0,0,0,0,0,BufferedReader
7,0.366540284,0.366540284,0,0,0,1,0,Process
4,0.561092801,0.561092801,0,0,0,0,0,ProcessBuilder
10,0.193294977,0.193294977,1,0,0,0,0,Runtime
3,0.181567237,0.181567237,0,0,0,0,0,String
2,0.264576565,0.264576565,0,0,0,0,0,System
2,0.14296109,0.14296109,0,0,0,0,0,GroovyShell
1,0.159592695,0.159592695,0,0,0,0,0,OutputStream
1,0,0,0,0,0,0,0,WaitingThread
0,0.098928268,0.098928268,0,0,0,0,0,ChannelExec
5,0.713842714,0.713842714,0,0,0,0,0,Random
6,0.375854427,0.375854427,0,0,0,0,1,SecureRandom
4,0.424309604,0.424309604,0,0,0,0,0,String
3,0.297432003,0.297432003,0,0,0,0,0,Math
3,0.539819698,0.539819698,0,0,0,0,0,Integer
2,0.415134262,0.415134262,0,0,0,0,0,BigInteger
2,0.349580403,0.349580403,0,0,0,0,0,ArrayList
1,0.127491318,0.127491318,0,0,0,0,0,System
1,0,0,0,0,0,0,0,DatabaseConnection
0,0.147884528,0.147884528,0,0,0,0,0,AtomicInteger
5,0.420564679,0.420564679,0,0,0,0,0,ClassLoader
4,0.117764717,0.117764717,0,0,0,0,0,ImageLoader
4,0.215261194,0.215261194,0,0,0,0,0,String
3,0.204566098,0.204566098,0,0,0,0,0,InputStream
3,0.267680686,0.267680686,0,0,0,0,0,System
2,0.142860196,0.142860196,0,0,0,0,0,ResourceLoader
