5,0.373719137,0.373719137,0,0,0,0,0,DecimalFormat
4,0.159818555,0.159818555,0,0,0,0,0,Locale
4,0.34751965,0.34751965,0,0,0,0,0,BigDecimal
3,0.368031728,0.368031728,0,0,0,0,0,BigInteger
3,0.28777866,0.28777866,0,0,0,0,0,Object
2,0.361430033,0.361430033,0,0,0,0,0,NumberFormat
2,0.334974258,0.334974258,0,0,0,0,0,ArrayList
1,0.325678953,0.325678953,0,0,0,0,0,SimpleDateFormat
1,0.248250931,0.248250931,0,0,0,0,0,Random
0,0.189257902,0.189257902,0,0,0,0,0,File
5,0.543888732,0.543888732,0,0,0,0,0,ArrayList
4,0.478675296,0.478675296,0,0,0,0,0,Arrays
4,0.433213011,0.433213011,0,0,0,0,0,Object
3,0.183119155,0.183119155,0,0,0,0,0,Foo
3,0.519140902,0.519140902,0,0,0,0,0,Collections
2,0,0,0,0,0,0,0,CopyMatrix
2,0.385640213,0.385640213,0,0,0,0,0,Class
1,0.332623639,0.332623639,0,0,0,0,0,Serializable
1,0.38977305,0.38977305,0,0,0,0,0,Map
0,0.180172306,0.180172306,0,0,0,0,0,File
5,0.617706003,0.617706003,0,0,0,0,0,Socket
4,0.254333239,0.254333239,0,0,0,0,0,IOException
4,0.290986929,0.290986929,0,0,0,0,0,Content
3,0.384910771,0.384910771,0,0,0,0,0,BufferedReader
3,0.201637211,0.201637211,0,0,0,0,0,Add
2,0.278941501,0.278941501,0,0,0,0,0,Object
2,0.293984252,0.293984252,0,0,0,0,0,ArrayList
1,0.389867534,0.389867534,0,0,0,0,0,InputStream
1,0.344113728,0.344113728,0,0,0,0,0,InputStreamReader
0,0.418042526,0.418042526,0,0,0,0,0,HttpServletResponse
7,0.352379332,0.352379332,0,0,0,1,0.726338791,Class
9,0.460185179,0.460185179,0,1,0,0,0,Object
4,0.604970134,0.604970134,0,0,0,0,0,ArrayList
3,0.662392821,0.662392821,0,0,0,0,0,Arrays
3,0.312278753,0.312278753,0,0,0,0,0,Map
2,0.22145824,0.22145824,0,0,0,0,0,Foo
2,0.190734114,0.190734114,0,0,0,0,0,MyClass
1,0.214134645,0.214134645,0,0,0,0,0,File
1,0.179645311,0.179645311,0,0,0,0,0,Test
0,0.460464079,0.460464079,0,0,0,0,0,HashMap
6,0.678451894,0.678451894,0,0,0,0,1,Arrays
4,0.6028296,0.6028296,0,0,0,0,0,ArrayList
8,0.429450833,0.429450833,0,0,1,0,0,Object
3,0.300788343,0.300788343,0,0,0,0,0,Map
3,0.46688947,0.46688947,0,0,0,0,0,HashMap
2,0.350132342,0.350132342,0,0,0,0,0,Collections
7,0.2266064,0.2266064,0,0,0,1,0,Class
1,0.209246491,0.209246491,0,0,0,0,0,File
1,0.494884642,0.494884642,0,0,0,0,0,Comparator
0,-0.005760119,-0.005760119,0,0,0,0,0,IOException
5,0.218665542,0.218665542,0,0,0,0,0,Object
4,0.123628498,0.123628498,0,0,0,0,0,Context
4,0.189060908,0.189060908,0,0,0,0,0,Class
3,0.553371242,0.553371242,0,0,0,0,0,ScriptEngine
3,0.227842116,0.227842116,0,0,0,0,0,Arrays
2,0.181091883,0.181091883,0,0,0,0,0,Method
2,0.159438756,0.159438756,0,0,0,0,0,File
1,0.048943798,0.048943798,0,0,0,0,0,IOException
1,0.247795061,0.247795061,0,0,0,0,0,ScriptEngineManager
0,0.244209667,0.244209667,0,0,0,0,0,Scriptable
5,0.613235742,0.613235742,0,0,0,0,0,ArrayList
4,0.628371697,0.628371697,0,0,0,0,0,Object
4,0.659152429,0.659152429,0,0,0,0,0,Arrays
3,0.299662229,0.299662229,0,0,0,0,0,Map
3,0.178120422,0.178120422,0,0,0,0,0,Set
2,0.363855465,0.363855465,0,0,0,0,0,Class
2,0.369000642,0.369000642,0,0,0,0,0,Iterator
1,0.468492213,0.468492213,0,0,0,0,0,HashMap
1,0.208339761,0.208339761,0,0,0,0,0,File
0,0.003772486,0.003772486,0,0,0,0,0,IOException
5,0.38346247,0.38346247,0,0,0,0,0,Object
4,0.439129106,0.439129106,0,0,0,0,0,Arrays
4,0.438974723,0.438974723,0,0,0,0,0,ArrayList
3,0.632125734,0.632125734,0,0,0,0,0,Compares
3,0.264223249,0.264223249,0,0,0,0,0,Map
2,0.131325419,0.131325419,0,0,0,0,0,Environment
2,0.255962346,0.255962346,0,0,0,0,0,Class
1,0.632125734,0.632125734,0,0,0,0,0,Comparator
1,0.260303759,0.260303759,0,0,0,0,0,File
0,0.541423571,0.541423571,0,0,0,0,0,Java
5,0.67722132,0.67722132,0,0,0,0,0,ArrayList
4,0.514610848,0.514610848,0,0,0,0,0,HashSet
4,0.189186485,0.189186485,0,0,0,0,0,Set
3,0.430559481,0.430559481,0,0,0,0,0,Collections
3,0.535550078,0.535550078,0,0,0,0,0,HashMap
10,0.469282347,0.469282347,1,0,0,0,0,Object
2,0.606105092,0.606105092,0,0,0,0,0,Arrays
1,0.437584112,0.437584112,0,0,0,0,0,Iterator
1,0.304332068,0.304332068,0,0,0,0,0,Map
0,0.654017512,0.654017512,0,0,0,0,0,Element
5,0.45837807,0.45837807,0,0,0,0,0,Arrays
4,0.201318276,0.201318276,0,0,0,0,0,Pattern
4,0.26544077,0.26544077,0,0,0,0,0,Matcher
3,0.441403816,0.441403816,0,0,0,0,0,ArrayList
3,0,0,0,0,0,0,0,AddOperation
2,0.412481636,0.412481636,0,0,0,0,0,HashMap
2,0.249471393,0.249471393,0,0,0,0,0,Map
1,0.028395198,0.028395198,0,0,0,0,0,IOException
1,0.181153389,0.181153389,0,0,0,0,0,GeneratedValue
0,0.086288158,0.086288158,0,0,0,0,0,Test
5,0.349712637,0.349712637,0,0,0,0,0,JFrame
4,0.397150881,0.397150881,0,0,0,0,0,ImageIcon
4,0.209248947,0.209248947,0,0,0,0,0,File
3,0.391688838,0.391688838,0,0,0,0,0,Color
3,0.170670616,0.170670616,0,0,0,0,0,Object
2,0.354153453,0.354153453,0,0,0,0,0,JPanel
10,0.16927619,0.16927619,1,0,0,0,0,Class
1,0.354450463,0.354450463,0,0,0,0,0,Image
1,0.119564274,0.119564274,0,0,0,0,0,Map
0,0.400558751,0.400558751,0,0,0,0,0,JLabel
5,0.31327739,0.31327739,0,0,0,0,0,Matcher
4,0.251701634,0.251701634,0,0,0,0,0,Pattern
4,0.478005757,0.478005757,0,0,0,0,0,Arrays
3,0.464138457,0.464138457,0,0,0,0,0,ArrayList
3,0.12828559,0.12828559,0,0,0,0,0,CharMatcher
2,0.475419937,0.475419937,0,0,0,0,0,StringTokenizer
2,0.402113714,0.402113714,0,0,0,0,0,Scanner
1,0.068735064,0.068735064,0,0,0,0,0,Punct
1,0.266606061,0.266606061,0,0,0,0,0,Add
0,0.306080215,0.306080215,0,0,0,0,0,File
5,0.210043361,0.210043361,0,0,0,0,0,Pattern
4,0.264750971,0.264750971,0,0,0,0,0,Map
4,0.494068263,0.494068263,0,0,0,0,0,ArrayList
3,0.454545258,0.454545258,0,0,0,0,0,HashMap
3,0.301210296,0.301210296,0,0,0,0,0,Matcher
2,0.511015241,0.511015241,0,0,0,0,0,Arrays
2,0.360102957,0.360102957,0,0,0,0,0,Collections
1,0.420393967,0.420393967,0,0,0,0,0,Object
1,0.275068239,0.275068239,0,0,0,0,0,File
0,0.338103726,0.338103726,0,0,0,0,0,BufferedReader
5,0.623800509,0.623800509,0,0,0,0,0,InputStream
4,0.243052563,0.243052563,0,0,0,0,0,IOException
4,0.457057288,0.457057288,0,0,0,0,0,BufferedReader
3,0.428052196,0.428052196,0,0,0,0,0,ArrayList
3,0.447398558,0.447398558,0,0,0,0,0,InputStreamReader
2,0.449779141,0.449779141,0,0,0,0,0,ByteArrayInputStream
2,0.378007063,0.378007063,0,0,0,0,0,Object
1,0.328647433,0.328647433,0,0,0,0,0,File
1,0.47459191,0.47459191,0,0,0,0,0,ByteArrayOutputStream
0,0.250924736,0.250924736,0,0,0,0,0,Map
5,0.176340545,0.176340545,0,0,0,0,0,Map
4,0.329419616,0.329419616,0,0,0,0,0,ArrayList
4,0.353280348,0.353280348,0,0,0,0,0,Object
3,0.536852103,0.536852103,0,0,0,0,0,Java
3,0.33462652,0.33462652,0,0,0,0,0,HashMap
2,0.592069452,0.592069452,0,0,0,0,0,Set
2,0.239831813,0.239831813,0,0,0,0,0,File
1,0.121456785,0.121456785,0,0,0,0,0,Test
1,0.349388251,0.349388251,0,0,0,0,0,Class
0,0.27716199,0.27716199,0,0,0,0,0,JFrame
5,0.381280673,0.381280673,0,0,0,0,0,Object
4,0.451200799,0.451200799,0,0,0,0,0,Arrays
4,0.267027972,0.267027972,0,0,0,0,0,Map
3,0.446564797,0.446564797,0,0,0,0,0,ArrayList
3,0.615798932,0.615798932,0,0,0,0,0,Comparator
2,0.156945816,0.156945816,0,0,0,0,0,Pattern
2,0.243526237,0.243526237,0,0,0,0,0,Class
1,0.330143677,0.330143677,0,0,0,0,0,Collections
1,0.426114181,0.426114181,0,0,0,0,0,HashMap
0,0.306143117,0.306143117,0,0,0,0,0,Set
5,0.187388346,0.187388346,0,0,0,0,0,Pattern
4,0.472357551,0.472357551,0,0,0,0,0,Arrays
4,0.267854388,0.267854388,0,0,0,0,0,Matcher
3,0.468396103,0.468396103,0,0,0,0,0,ArrayList
3,0.255046102,0.255046102,0,0,0,0,0,Map
2,0.438260874,0.438260874,0,0,0,0,0,HashMap
2,0.310796966,0.310796966,0,0,0,0,0,BufferedReader
1,0.172635578,0.172635578,0,0,0,0,0,InputStreamReader
1,0.397445665,0.397445665,0,0,0,0,0,Object
0,0.087211638,0.087211638,0,0,0,0,0,Test
5,0.460879453,0.460879453,0,0,0,0,0,ArrayList
4,0.20204991,0.20204991,0,0,0,0,0,Pattern
4,0.245486229,0.245486229,0,0,0,0,0,Map
3,0.426138279,0.426138279,0,0,0,0,0,HashMap
3,0.276723425,0.276723425,0,0,0,0,0,Matcher
2,0.396839874,0.396839874,0,0,0,0,0,Object
2,0.470874106,0.470874106,0,0,0,0,0,Arrays
1,0.343837566,0.343837566,0,0,0,0,0,Collections
1,0.366793078,0.366793078,0,0,0,0,0,Random
0,0.25801099,0.25801099,0,0,0,0,0,SimpleDateFormat
5,0.142062953,0.142062953,0,0,0,0,0,Pattern
4,0.277309846,0.277309846,0,0,0,0,0,Scanner
4,0.106105485,0.106105485,0,0,0,0,0,CharMatcher
3,0.244085394,0.244085394,0,0,0,0,0,Matcher
3,0.275647536,0.275647536,0,0,0,0,0,ArrayList
2,0.028263369,0.028263369,0,0,0,0,0,Alternation
2,0.023799101,0.023799101,0,0,0,0,0,Brown
1,0.152028573,0.152028573,0,0,0,0,0,Object
1,-0.014273808,-0.014273808,0,0,0,0,0,Cat
0,0.283384569,0.283384569,0,0,0,0,0,File
5,0.293630937,0.293630937,0,0,0,0,0,File
4,0.225786262,0.225786262,0,0,0,0,0,BufferedReader
4,0.151683453,0.151683453,0,0,0,0,0,InputStreamReader
3,0.584164101,0.584164101,0,0,0,0,0,Java
3,0.108816746,0.108816746,0,0,0,0,0,Object
2,0.103998419,0.103998419,0,0,0,0,0,IOException
2,0.193711158,0.193711158,0,0,0,0,0,Class
1,0.244123908,0.244123908,0,0,0,0,0,Main
1,0.099222737,0.099222737,0,0,0,0,0,ArrayList
0,0.234949542,0.234949542,0,0,0,0,0,Test
5,0.263225097,0.263225097,0,0,0,0,0,File
4,0.559152744,0.559152744,0,0,0,0,0,Java
4,0.07934511,0.07934511,0,0,0,0,0,IOException
3,0.19435833,0.19435833,0,0,0,0,0,Test
3,0.179812757,0.179812757,0,0,0,0,0,Library
2,0.047419382,0.047419382,0,0,0,0,0,Object
