2,7,0.39,0.44,0,0,0,0.24,0,java.lang.Integer.toString
4,9,0.39,0.5,0,0.38,0,0,0,java.lang.Integer.parseInt
0,4,0.37,0.47,0,0,0,0,0,java.lang.Integer.toBinaryString
0,3,0.39,0.53,0,0,0,0,0,java.lang.Integer.valueOf
0,3,0.37,0.5,0,0,0,0,0,java.lang.Double.toString
0,2,0.25,0.47,0,0,0,0,0,java.lang.Long.parseLong
0,2,0.36,0.48,0,0,0,0,0,java.lang.Integer.toHexString
0,1,0.28,0.44,0,0,0,0,0,java.lang.Math.pow
0,1,0.25,0.47,0,0,0,0,0,java.lang.Long.toHexString
0,0,0.37,0.56,0,0,0,0,0,java.lang.Float.parseFloat
5,10,0.4,0.63,1.0,0,0,0.03,0,java.lang.String.format
0,4,0.4,0.49,0,0,0,0,0,java.text.MessageFormat.format
0,4,0.41,0.49,0,0,0,0,0,java.text.DecimalFormat.format
0,3,0.26,0.5,0,0,0,0,0,java.lang.StringBuilder.append
0,3,0.26,0.49,0,0,0,0,0,java.lang.String.valueOf
0,2,0.24,0.46,0,0,0,0,0,java.lang.StringBuilder.insert
0,2,0.24,0.38,0,0,0,0,0,java.time.LocalDate.parse
0,1,0.25,0.49,0,0,0,0,0,java.lang.Integer.parseInt
0,1,0.32,0.47,0,0,0,0,0,java.util.logging.Formatter.format
0,0,0.34,0.46,0,0,0,0,0,java.text.SimpleDateFormat.parse
0,5,0.44,0.65,0,0,0,0,0,java.util.Arrays.toString
0,4,0.48,0.59,0,0,0,0,0,java.lang.String.valueOf
0,4,0.44,0.6,0,0,0,0,0,java.lang.Character.toString
0,3,0.4,0.6,0,0,0,0,0,java.util.Arrays.deepToString
0,3,0.43,0.57,0,0,0,0,0,java.lang.Integer.valueOf
0,2,0.51,0.58,0,0,0,0,0,java.lang.String.format
3,8,0.48,0.53,0,0,0.4,0,0,java.lang.String.contains
0,1,0.44,0.58,0,0,0,0,0,java.lang.Integer.toString
5,10,0.51,0.56,1.0,0,0,0.37,0.31,java.lang.String.split
0,0,0.43,0.59,0,0,0,0,0,java.lang.Integer.parseInt
0,5,0.41,0.43,0,0,0,0,0,java.lang.ClassLoader.getSystemClassLoader
0,4,0.33,0.45,0,0,0,0,0,javax.xml.parsers.DocumentBuilderFactory.newInstance
5,10,0.32,0.47,1.0,0,0,0,0,java.lang.Class.forName
0,3,0.33,0.48,0,0,0,0,0,java.io.File.getParentFile
0,3,0.25,0.49,0,0,0,0,0,java.io.File.lastModified
0,2,0.26,0.42,0,0,0,0,0,java.nio.file.Files.walk
0,2,0.33,0.47,0,0,0,0,0,java.lang.Class.getMethod
0,1,0.27,0.38,0,0,0,0,0,java.io.File.listFiles
0,1,0.32,0.43,0,0,0,0,0,java.lang.reflect.Array.newInstance
0,0,0.37,0.43,0,0,0,0,0,java.util.ListIterator.previous
0,5,0.35,0.44,0,0,0,0,0,java.lang.Thread.join
0,4,0.29,0.5,0,0,0,0,0,java.lang.Object.wait
1,6,0.43,0.5,0,0,0,0,0.0,java.lang.Thread.interrupt
0,3,0.3,0.46,0,0,0,0,0,java.net.ServerSocket.setSoTimeout
0,3,0.27,0.46,0,0,0,0,0,java.net.Socket.setSoTimeout
0,2,0.35,0.06,0,0,0,0,0,java.lang.Thread.stop
0,2,0.37,0.44,0,0,0,0,0,java.lang.Thread.sleep
0,1,0.35,0.47,0,0,0,0,0,java.util.concurrent.ThreadPoolExecutor.shutdownNow
0,1,0.36,0.41,0,0,0,0,0,java.lang.Thread.isInterrupted
0,0,0.35,0.45,0,0,0,0,0,java.util.concurrent.Future.cancel
5,10,0.43,0.48,1.0,0,0,0,0,java.util.Iterator.remove
0,4,0.37,0.4,0,0,0,0,0,java.util.HashMap.entrySet
0,4,0.39,0.36,0,0,0,0,0,java.util.List.subList
0,3,0.37,0.45,0,0,0,0,0,java.util.Collection.removeIf
0,3,0.38,0.45,0,0,0,0,0,java.util.Collections.synchronizedList
0,2,0.17,0.39,0,0,0,0,0,java.lang.System.arraycopy
3,8,0.47,0.47,0,0,0.02,0,0,java.util.List.iterator
0,1,0.3,0.45,0,0,0,0,0,java.util.Arrays.asList
0,1,0.29,0.38,0,0,0,0,0,java.util.Map.Entry.setValue
0,0,0.39,0.38,0,0,0,0,0,java.util.ListIterator.add
0,5,0.25,0.56,0,0,0,0,0,java.awt.Component.setCursor
0,4,0.32,0.17,0,0,0,0,0,javax.swing.text.JTextComponent.setNavigationFilter
0,4,0.38,0.34,0,0,0,0,0,javax.swing.JFrame.setDefaultCloseOperation
0,3,0.23,0.43,0,0,0,0,0,java.awt.Frame.getFrames
0,3,0.34,-0.002809334,0,0,0,0,0,javax.swing.SwingUtilities.invokeLater
0,2,0.32,-0.002809334,0,0,0,0,0,javax.swing.SwingUtilities.invokeAndWait
0,2,0.28,0.37,0,0,0,0,0,java.awt.Component.getLocationOnScreen
0,1,0.16,0.25,0,0,0,0,0,java.lang.System.exit
0,1,0.29,0.28,0,0,0,0,0,javax.swing.BorderFactory.createEmptyBorder
0,0,0.12,0.26,0,0,0,0,0,java.lang.System.currentTimeMillis
5,10,0.36,0.66,1.0,0,0,0,0,java.util.Collections.shuffle
0,4,0.44,0.37,0,0,0,0,0,java.lang.Math.random
3,8,0.44,0.56,0,0,0.12,0,0.02,java.util.Random.nextInt
0,3,0.25,0.56,0,0,0,0,0,java.util.UUID.randomUUID
4,9,0.45,0.47,0,0.12,0,0,0,java.util.Random.ints
0,2,0.43,0.53,0,0,0,0,0,java.util.Random.next
0,2,0.42,0.34,0,0,0,0,0,java.util.Random.nextDouble
0,1,0.33,0.43,0,0,0,0,0,java.lang.StringBuilder.reverse
0,1,0.32,0.41,0,0,0,0,0,java.util.Arrays.toString
0,0,0.18,0.4,0,0,0,0,0,java.util.stream.Collectors.toList
5,10,0.37,0.41,1.0,0,0,0,0,java.lang.String.format
0,4,0.34,0.39,0,0,0,0,0,java.lang.String.valueOf
0,4,0.32,0.38,0,0,0,0,0,java.lang.StringBuilder.insert
0,3,0.38,0.38,0,0,0,0,0,java.lang.String.split
0,3,0.38,0.43,0,0,0,0,0,java.text.MessageFormat.format
0,2,0.37,0.45,0,0,0,0,0,java.lang.String.replaceAll
0,2,0.31,0.38,0,0,0,0,0,java.util.Arrays.toString
0,1,0.34,0.08,0,0,0,0,0,java.lang.String.getBytes
0,1,0.32,0.4,0,0,0,0,0,java.lang.String.intern
0,0,0.31,0.41,0,0,0,0,0,java.lang.Character.toString
4,9,0.29,0.46,0,0.0,0,0,0,java.lang.Runtime.exec
5,10,0.2,0.47,1.0,0,0,0,0,java.lang.Process.getInputStream
0,4,0.3,0.24,0,0,0,0,0,java.io.File.compareTo
0,3,0.34,0.28,0,0,0,0,0,java.lang.ProcessBuilder.inheritIO
0,3,0.39,0.29,0,0,0,0,0,java.util.Collections.synchronizedList
0,2,0.34,0.35,0,0,0,0,0,java.lang.ProcessBuilder.redirectErrorStream
0,2,0.22,0.32,0,0,0,0,0,java.lang.Process.waitFor
0,1,0.37,0.26,0,0,0,0,0,java.lang.ProcessBuilder.directory
0,1,0.4,0.36,0,0,0,0,0,java.util.Collections.frequency
0,0,0.27,0.26,0,0,0,0,0,java.util.stream.Stream.of
5,10,0.49,0.58,1.0,0.81,0,0,0,java.util.Calendar.add
0,4,0.48,0.63,0,0,0,0,0,java.time.LocalDate.of
0,4,0.43,0.58,0,0,0,0,0,java.util.GregorianCalendar.getWeekYear
0,3,0.36,0.62,0,0,0,0,0,java.time.LocalDate.minusDays
0,3,0.46,0.18,0,0,0,0,0,java.util.Date.setDate
0,2,0.42,0.46,0,0,0,0,0,java.time.YearMonth.parse
0,2,0.42,0.52,0,0,0,0,0,java.time.YearMonth.lengthOfMonth
0,1,0.47,0.52,0,0,0,0,0,java.util.Calendar.set
0,1,0.46,0.48,0,0,0,0,0,java.time.LocalDate.parse
3,8,0.49,0.59,0,0,0.17,0,0,java.util.Calendar.getTime
5,10,0.3,0.51,1.0,0.23,0,0,0,java.util.Collections.synchronizedList
0,4,0.27,0.47,0,0,0,0,0,java.util.Collections.synchronizedSet
0,4,0.3,0.32,0,0,0,0,0,java.util.Collections.unmodifiableList
3,8,0.35,0.42,0,0,0.06,0,0,java.lang.Thread.interrupt
0,3,0.27,0.32,0,0,0,0,0,java.util.Collections.unmodifiableCollection
0,2,0.32,0.41,0,0,0,0,0,java.lang.Thread.start
0,2,0.35,0.43,0,0,0,0,0,java.lang.Thread.currentThread
0,1,0.31,0.36,0,0,0,0,0,java.util.concurrent.ConcurrentHashMap.computeIfAbsent
0,1,0.35,0.34,0,0,0,0,0,java.lang.Thread.interrupted
0,0,0.3,0.42,0,0,0,0,0,java.lang.Thread.setName
4,9,0.32,0.55,0,1.0,0,0,0,java.lang.Character.toUpperCase
0,4,0.27,0.45,0,0,0,0,0,java.lang.String.toCharArray
5,10,0.34,0.46,1.0,0,0,0,0,java.lang.String.charAt
0,3,0.31,0.55,0,0,0,0,0,java.lang.Character.toLowerCase
0,3,0.02,0.42,0,0,0,0,0,java.beans.Introspector.decapitalize
0,2,0.27,0.62,0,0,0,0,0,java.lang.String.toLowerCase
0,2,0.29,0.48,0,0,0,0,0,java.lang.String.equalsIgnoreCase
0,1,0.28,0.39,0,0,0,0,0,java.lang.String.valueOf
0,1,0.3,0.52,0,0,0,0,0,java.lang.String.indexOf
0,0,0.29,0.42,0,0,0,0,0,java.lang.Integer.parseInt
5,10,0.33,0.57,1.0,0.15,0,0,0,java.util.stream.Collectors.groupingBy
3,8,0.39,0.53,0,0,0.02,0,0,java.util.Collections.sort
0,4,0.46,0.6,0,0,0,0,0,java.util.List.listIterator
0,3,0.41,0.54,0,0,0,0,0,java.util.ArrayList.addAll
0,3,0.35,0.46,0,0,0,0,0,java.util.Arrays.asList
0,2,0.53,0.41,0,0,0,0,0,java.util.List.subList
0,2,0.37,0.5,0,0,0,0,0,java.util.ArrayList.add
0,1,0.36,0.43,0,0,0,0,0,java.util.stream.Stream.collect
0,1,0.32,0.52,0,0,0,0,0,java.util.Set.retainAll
0,0,0.36,0.45,0,0,0,0,0,java.util.Arrays.sort
0,5,0.43,0.57,0,0,0,0,0,java.util.regex.Pattern.compile
5,10,0.5,0.41,1.0,0,0.43,0.21,0,java.util.regex.Pattern.quote
0,4,0.4,0.59,0,0,0,0,0,java.lang.String.replaceAll
0,3,0.37,0.52,0,0,0,0,0,java.lang.String.matches
0,3,0.4,0.44,0,0,0,0,0,java.util.regex.Matcher.quoteReplacement
0,2,0.45,0.41,0,0,0,0,0,java.util.regex.Matcher.replaceFirst
4,9,0.41,0.38,0,0.43,0,0,0,java.lang.String.replace
0,1,0.35,0.36,0,0,0,0,0,java.lang.String.valueOf
0,1,0.44,0.31,0,0,0,0,0,java.util.regex.Matcher.find
0,0,0.42,0.41,0,0,0,0,0,java.lang.String.substring
0,5,0.32,0.49,0,0,0,0,0,java.text.DateFormat.getDateInstance
4,9,0.24,0.47,0,1.0,0,0,0,java.time.format.DateTimeFormatter.ofLocalizedDate
0,4,0.32,0.4,0,0,0,0,0,java.time.LocalDate.parse
0,3,0.29,0.42,0,0,0,0,0,java.time.LocalDate.from
0,3,0.36,0.53,0,0,0,0,0,java.util.regex.Pattern.quote
0,2,0.26,0.44,0,0,0,0,0,java.text.NumberFormat.getCurrencyInstance
